ID,name,expression,trafficexpression,dutyexpression,premiumexpression,description,isActive,createdAt,modifiedAt,createdBy,modifiedBy,leftBenchmarkBidType,leftDevelopmentType,leftDeliveryMode,leftBidValueRange,leftExceptionalWeight,rightLocalBidType,ldorexpression
55555555-0000-0000-0000-000000000012,PO Formula 12,bidValue + traffic + euc,shippingCost + handlingCost,0,0,PO Formula 12,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PO,5,G,NO,F,0
55555555-0000-0000-0000-000000000013,PO Formula 13,bidValue + traffic + euc,shippingCost + handlingCost,0,0,PO Formula 13,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PO,4,L,YES,F,0
55555555-0000-0000-0000-000000000014,PO Formula 14,bidValue + traffic + euc,shippingCost + handlingCost,0,0,PO Formula 14,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PO,4,L,NO,F,0
55555555-0000-0000-0000-000000000015,PO Formula 15,bidValue + traffic + euc,shippingCost + handlingCost,0,0,PO Formula 15,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PO,4,G,YES,F,0
55555555-0000-0000-0000-000000000016,PO Formula 16,bidValue + traffic + euc,shippingCost + handlingCost,0,0,PO Formula 16,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PO,4,G,NO,F,0
55555555-0000-0000-0000-000000000017,PO Formula 17,bidValue + traffic + duty + euc,shippingCost + handlingCost,(bidValue + shippingCost) * customDuty,0,PO Formula 17,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PO,5,L,YES,G,0
55555555-0000-0000-0000-000000000018,PO Formula 18,bidValue + traffic + duty + euc,0.1 * bidValue,(bidValue + traffic) * customDuty,0,PO Formula 18,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PO,5,L,NO,G,0
55555555-0000-0000-0000-000000000019,PO Formula 19,bidValue + traffic + duty + euc,shippingCost + handlingCost,(bidValue + shippingCost) * customDuty,0,PO Formula 19,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PO,5,G,YES,G,0
55555555-0000-0000-0000-000000000020,PO Formula 20,bidValue + traffic + duty + euc,shippingCost + handlingCost,(bidValue + shippingCost) * customDuty,0,PO Formula 20,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PO,5,G,NO,G,0
55555555-0000-0000-0000-000000000021,PO Formula 21,bidValue + traffic + duty + euc,shippingCost + handlingCost,(bidValue + shippingCost) * customDuty,0,PO Formula 21,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PO,4,L,YES,G,0
55555555-0000-0000-0000-000000000022,PO Formula 22,bidValue + traffic + duty + euc,shippingCost + handlingCost,(bidValue + shippingCost) * customDuty,0,PO Formula 22,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PO,4,L,NO,G,0
55555555-0000-0000-0000-000000000023,PO Formula 23,bidValue + traffic + duty + euc,shippingCost + handlingCost,(bidValue + shippingCost) * customDuty,0,PO Formula 23,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PO,4,G,YES,G,0
55555555-0000-0000-0000-000000000184,PO Formula 24,bidValue + traffic + duty + euc,shippingCost + handlingCost,(bidValue + shippingCost) * customDuty,0,PO Formula 24,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PO,4,G,NO,G,0
55555555-0000-0000-0000-000000000185,PO Formula 25,bidValue + traffic + duty + premium + euc,shippingCost + handlingCost,(bidValue + shippingCost) * customDuty,(bidValue + traffic + euc) * premiumRate,PO Formula 25,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PO,5,L,YES,J,0
55555555-0000-0000-0000-000000000186,PO Formula 26,bidValue + traffic + duty + premium + euc,0.1 * bidValue,(bidValue + traffic) * customDuty,(bidValue + traffic + euc) * premiumRate,PO Formula 26,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PO,5,L,NO,J,0
55555555-0000-0000-0000-000000000187,PO Formula 27,bidValue + traffic + duty + premium + euc,shippingCost + handlingCost,(bidValue + shippingCost) * customDuty,(bidValue + traffic + euc) * premiumRate,PO Formula 27,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PO,5,G,YES,J,0
55555555-0000-0000-0000-000000000188,PO Formula 28,bidValue + traffic + duty + premium + euc,shippingCost + handlingCost,(bidValue + shippingCost) * customDuty,(bidValue + traffic + euc) * premiumRate,PO Formula 28,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PO,5,G,NO,J,0
55555555-0000-0000-0000-000000000189,PO Formula 29,bidValue + traffic + duty + premium + euc,shippingCost + handlingCost,(bidValue + shippingCost) * customDuty,(bidValue + traffic + euc) * premiumRate,PO Formula 29,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PO,4,L,YES,J,0
55555555-0000-0000-0000-000000000190,PO Formula 30,bidValue + traffic + duty + premium + euc,shippingCost + handlingCost,(bidValue + shippingCost) * customDuty,(bidValue + traffic + euc) * premiumRate,PO Formula 30,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PO,4,L,NO,J,0
55555555-0000-0000-0000-000000000191,PO Formula 31,bidValue + traffic + duty + premium + euc,shippingCost + handlingCost,(bidValue + shippingCost) * customDuty,(bidValue + traffic + euc) * premiumRate,PO Formula 31,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PO,4,G,YES,J,0
55555555-0000-0000-0000-000000000192,PO Formula 32,bidValue + traffic + duty + premium + euc,shippingCost + handlingCost,(bidValue + shippingCost) * customDuty,(bidValue + traffic + euc) * premiumRate,PO Formula 32,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PO,4,G,NO,J,0
55555555-0000-0000-0000-000000000193,PO Formula 33,bidValue + premium + euc,0,0,bidValue * premiumRate * (1 - customDuty) + euc * premiumRate,PO Formula 33,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,B,PO,5,L,YES,J,0
55555555-0000-0000-0000-000000000194,PO Formula 34,bidValue + premium + euc,0,0,bidValue * premiumRate * (1 - customDuty) + euc * premiumRate,PO Formula 34,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,B,PO,5,L,NO,J,0
55555555-0000-0000-0000-000000000195,PO Formula 35,bidValue + premium + euc,0,0,bidValue * premiumRate * (1 - customDuty) + euc * premiumRate,PO Formula 35,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,B,PO,5,G,YES,J,0
55555555-0000-0000-0000-000000000196,PO Formula 36,bidValue + premium + euc,0,0,bidValue * premiumRate * (1 - customDuty) + euc * premiumRate,PO Formula 36,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,B,PO,5,G,NO,J,0
55555555-0000-0000-0000-000000000197,PO Formula 37,bidValue + premium + euc,0,0,bidValue * premiumRate * (1 - customDuty) + euc * premiumRate,PO Formula 37,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,B,PO,4,L,YES,J,0
55555555-0000-0000-0000-000000000198,PO Formula 38,bidValue + premium + euc,0,0,bidValue * premiumRate * (1 - customDuty) + euc * premiumRate,PO Formula 38,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,B,PO,4,L,NO,J,0
55555555-0000-0000-0000-000000000199,PO Formula 39,bidValue + premium + euc,0,0,bidValue * premiumRate * (1 - customDuty) + euc * premiumRate,PO Formula 39,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,B,PO,4,G,YES,J,0
55555555-0000-0000-0000-000000000200,PO Formula 40,bidValue + premium + euc,0,0,bidValue * premiumRate * (1 - customDuty) + euc * premiumRate,PO Formula 40,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,B,PO,4,G,NO,J,0
55555555-0000-0000-0000-000000000201,PO Formula 41,bidValue + premium + euc,0,(bidValue + euc) * customDuty,(bidValue + euc) * premiumRate,PO Formula 41,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,C,PO,5,L,YES,J,0
55555555-0000-0000-0000-000000000202,PO Formula 42,bidValue + premium + euc,0,(bidValue + euc) * customDuty,(bidValue + euc) * premiumRate,PO Formula 42,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,C,PO,5,L,NO,J,0
55555555-0000-0000-0000-000000000203,PO Formula 43,bidValue + premium + euc,0,(bidValue + euc) * customDuty,(bidValue + euc) * premiumRate,PO Formula 43,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,C,PO,5,G,YES,J,0
55555555-0000-0000-0000-000000000204,PO Formula 44,bidValue + premium + euc,0,(bidValue + euc) * customDuty,(bidValue + euc) * premiumRate,PO Formula 44,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,C,PO,5,G,NO,J,0
55555555-0000-0000-0000-000000000205,PO Formula 45,bidValue + premium + euc,0,(bidValue + euc) * customDuty,(bidValue + euc) * premiumRate,PO Formula 45,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,C,PO,4,L,YES,J,0
55555555-0000-0000-0000-000000000206,PO Formula 46,bidValue + premium + euc,0,(bidValue + euc) * customDuty,(bidValue + euc) * premiumRate,PO Formula 46,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,C,PO,4,L,NO,J,0
55555555-0000-0000-0000-000000000207,PO Formula 47,bidValue + premium + euc,0,(bidValue + euc) * customDuty,(bidValue + euc) * premiumRate,PO Formula 47,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,C,PO,4,G,YES,J,0
55555555-0000-0000-0000-000000000208,PO Formula 48,bidValue + premium + euc,0,(bidValue + euc) * customDuty,(bidValue + euc) * premiumRate,PO Formula 48,True,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,C,PO,4,G,NO,J,0
55555555-0000-0000-0000-000000000024,"PA Formula 1","bidValue + euc","0","0","0","PA Formula 1",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,L,YES,E,"0"
55555555-0000-0000-0000-000000000025,"PA Formula 2","bidValue + euc","0","0","0","PA Formula 2",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,L,NO,E,"0"
55555555-0000-0000-0000-000000000026,"PA Formula 3","bidValue + euc","0","0","0","PA Formula 3",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,G,YES,E,"0"
55555555-0000-0000-0000-000000000027,"PA Formula 4","bidValue + euc","0","0","0","PA Formula 4",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,G,NO,E,"0"
55555555-0000-0000-0000-000000000028,"PA Formula 5","bidValue + euc","0","0","0","PA Formula 5",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,4,L,YES,E,"0"
55555555-0000-0000-0000-000000000029,"PA Formula 6","bidValue + euc","0","0","0","PA Formula 6",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,4,L,NO,E,"0"
55555555-0000-0000-0000-000000000030,"PA Formula 7","bidValue + euc","0","0","0","PA Formula 7",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,4,G,YES,E,"0"
55555555-0000-0000-0000-000000000031,"PA Formula 8","bidValue + euc","0","0","0","PA Formula 8",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,4,G,NO,E,"0"
55555555-0000-0000-0000-000000000032,"PA Formula 9","bidValue + traffic + euc","shippingCost + handlingCost","0","0","PA Formula 9",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,L,YES,F,"0"
55555555-0000-0000-0000-000000000033,"PA Formula 10","bidValue + traffic + euc","0.1 * bidValue","0","0","PA Formula 10",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,L,NO,F,"0"
55555555-0000-0000-0000-000000000034,"PA Formula 11","bidValue + traffic + euc","shippingCost + handlingCost","0","0","PA Formula 11",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,G,YES,F,"0"
55555555-0000-0000-0000-000000000035,"PA Formula 12","bidValue + traffic + euc","0.1 * bidValue","0","0","PA Formula 12",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,G,NO,F,"0"
55555555-0000-0000-0000-000000000036,"PA Formula 13","bidValue + traffic + euc","shippingCost + handlingCost","0","0","PA Formula 13",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,4,L,YES,F,"0"
55555555-0000-0000-0000-000000000037,"PA Formula 14","bidValue + traffic + euc","0.1 * bidValue","0","0","PA Formula 14",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,4,L,NO,F,"0"
55555555-0000-0000-0000-000000000038,"PA Formula 15","bidValue + traffic + euc","shippingCost + handlingCost","0","0","PA Formula 15",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,4,G,YES,F,"0"
55555555-0000-0000-0000-000000000039,"PA Formula 16","bidValue + traffic + euc","0.1 * bidValue","0","0","PA Formula 16",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,4,G,NO,F,"0"
55555555-0000-0000-0000-000000000040,"PA Formula 17","bidValue + traffic + duty + euc","shippingCost + handlingCost","(bidValue + shippingCost) * customDuty","0","PA Formula 17",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,L,YES,G,"0"
55555555-0000-0000-0000-000000000041,"PA Formula 18","bidValue + traffic + duty + euc","0.1 * bidValue","(bidValue + traffic) * customDuty","0","PA Formula 18",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,L,NO,G,"0"
55555555-0000-0000-0000-000000000042,"PA Formula 19","bidValue + traffic + duty + euc","shippingCost + handlingCost","(bidValue + shippingCost) * customDuty","0","PA Formula 19",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,G,YES,G,"0"
55555555-0000-0000-0000-000000000043,"PA Formula 20","bidValue + traffic + duty + euc","0.1 * bidValue","(bidValue + traffic) * customDuty","0","PA Formula 20",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,G,NO,G,"0"
55555555-0000-0000-0000-000000000044,"PA Formula 21","bidValue + traffic + duty + euc","shippingCost + handlingCost","(bidValue + shippingCost) * customDuty","0","PA Formula 21",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,4,L,YES,G,"0"
55555555-0000-0000-0000-000000000045,"PA Formula 22","bidValue + traffic + duty + euc","0.1 * bidValue","(bidValue + traffic) * customDuty","0","PA Formula 22",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,4,L,NO,G,"0"
55555555-0000-0000-0000-000000000046,"PA Formula 23","bidValue + traffic + duty + euc","shippingCost + handlingCost","(bidValue + shippingCost) * customDuty","0","PA Formula 23",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,4,G,YES,G,"0"
55555555-0000-0000-0000-000000000047,"PA Formula 24","bidValue + traffic + duty + euc","0.1 * bidValue","(bidValue + traffic) * customDuty","0","PA Formula 24",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,4,G,NO,G,"0"
55555555-0000-0000-0000-000000000048,"PA Formula 25","bidValue + traffic + duty + ldor + euc","shippingCost + handlingCost","(bidValue + shippingCost + euc) * customDuty","0","PA Formula 25",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,L,YES,H,"(bidValue + euc) * 0.06"
55555555-0000-0000-0000-000000000049,"PA Formula 26","bidValue + traffic + duty + ldor + euc","0.1 * bidValue","(bidValue + traffic + euc) * customDuty","0","PA Formula 26",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,L,NO,H,"(bidValue + euc) * 0.06"
55555555-0000-0000-0000-000000000050,"PA Formula 27","bidValue + traffic + duty + ldor + euc","shippingCost + handlingCost","(bidValue + shippingCost + euc) * customDuty","0","PA Formula 27",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,G,YES,H,"(bidValue + euc) * 0.06"
55555555-0000-0000-0000-000000000051,"PA Formula 28","bidValue + traffic + duty + ldor + euc","0.1 * bidValue","(bidValue + traffic + euc) * customDuty","0","PA Formula 28",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,G,NO,H,"(bidValue + euc) * 0.06"
55555555-0000-0000-0000-000000000052,"PA Formula 29","bidValue + traffic + duty + ldor + euc","shippingCost + handlingCost","(bidValue + shippingCost + euc) * customDuty","0","PA Formula 29",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,4,L,YES,H,"(bidValue + euc) * 0.06"
55555555-0000-0000-0000-000000000053,"PA Formula 30","bidValue + traffic + duty + ldor + euc","0.1 * bidValue","(bidValue + traffic + euc) * customDuty","0","PA Formula 30",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,4,L,NO,H,"(bidValue + euc) * 0.06"
55555555-0000-0000-0000-000000000054,"PA Formula 31","bidValue + traffic + duty + ldor + euc","shippingCost + handlingCost","(bidValue + shippingCost + euc) * customDuty","0","PA Formula 31",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,4,G,YES,H,"(bidValue + euc) * 0.06"
55555555-0000-0000-0000-000000000055,"PA Formula 32","bidValue + traffic + duty + ldor + euc","0.1 * bidValue","(bidValue + traffic + euc) * customDuty","0","PA Formula 32",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,4,G,NO,H,"(bidValue + euc) * 0.06"
55555555-0000-0000-0000-000000000056,"PA Formula 33","bidValue + traffic + duty + ldor + euc","shippingCost + handlingCost","(bidValue + shippingCost + euc) * customDuty","0","PA Formula 33",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,L,YES,I,"(bidValue + euc) * 0.09"
55555555-0000-0000-0000-000000000057,"PA Formula 34","bidValue + traffic + duty + ldor + euc","0.1 * bidValue","(bidValue + traffic + euc) * customDuty","0","PA Formula 34",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,L,NO,I,"(bidValue + euc) * 0.09"
55555555-0000-0000-0000-000000000058,"PA Formula 35","bidValue + traffic + duty + ldor + euc","shippingCost + handlingCost","(bidValue + shippingCost + euc) * customDuty","0","PA Formula 35",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,G,YES,I,"(bidValue + euc) * 0.09"
55555555-0000-0000-0000-000000000059,"PA Formula 36","bidValue + traffic + duty + ldor + euc","0.1 * bidValue","(bidValue + traffic + euc) * customDuty","0","PA Formula 36",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,G,NO,I,"(bidValue + euc) * 0.09"
55555555-0000-0000-0000-000000000060,"PA Formula 37","bidValue + traffic + duty + ldor + euc","shippingCost + handlingCost","(bidValue + shippingCost + euc) * customDuty","0","PA Formula 37",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,4,L,YES,I,"(bidValue + euc) * 0.09"
55555555-0000-0000-0000-000000000061,"PA Formula 38","bidValue + traffic + duty + ldor + euc","0.1 * bidValue","(bidValue + traffic + euc) * customDuty","0","PA Formula 38",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,4,L,NO,I,"(bidValue + euc) * 0.09"
55555555-0000-0000-0000-000000000062,"PA Formula 39","bidValue + traffic + duty + ldor + euc","shippingCost + handlingCost","(bidValue + shippingCost + euc) * customDuty","0","PA Formula 39",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,4,G,YES,I,"(bidValue + euc) * 0.09"
55555555-0000-0000-0000-000000000063,"PA Formula 40","bidValue + traffic + duty + ldor + euc","0.1 * bidValue","(bidValue + traffic + euc) * customDuty","0","PA Formula 40",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,4,G,NO,I,"(bidValue + euc) * 0.09"
55555555-0000-0000-0000-000000000064,"PA Formula 41","bidValue + traffic + duty + premium + euc","shippingCost + handlingCost","(bidValue + shippingCost) * customDuty","(bidValue + traffic + euc) * premiumRate","PA Formula 41",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,L,YES,J,"0"
55555555-0000-0000-0000-000000000065,"PA Formula 42","bidValue + traffic + duty + premium + euc","0.1 * bidValue","(bidValue + traffic) * customDuty","(bidValue + traffic + euc) * premiumRate","PA Formula 42",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,L,NO,J,"0"
55555555-0000-0000-0000-000000000066,"PA Formula 43","bidValue + traffic + duty + premium + euc","shippingCost + handlingCost","(bidValue + shippingCost) * customDuty","(bidValue + traffic + euc) * premiumRate","PA Formula 43",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,G,YES,J,"0"
55555555-0000-0000-0000-000000000067,"PA Formula 44","bidValue + traffic + duty + premium + euc","0.1 * bidValue","(bidValue + traffic) * customDuty","(bidValue + traffic + euc) * premiumRate","PA Formula 44",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,G,NO,J,"0"
55555555-0000-0000-0000-000000000068,"PA Formula 45","bidValue + traffic + duty + premium + euc","shippingCost + handlingCost","(bidValue + shippingCost) * customDuty","(bidValue + traffic + euc) * premiumRate","PA Formula 45",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,4,L,YES,J,"0"
55555555-0000-0000-0000-000000000069,"PA Formula 46","bidValue + traffic + duty + premium + euc","0.1 * bidValue","(bidValue + traffic) * customDuty","(bidValue + traffic + euc) * premiumRate","PA Formula 46",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,4,L,NO,J,"0"
55555555-0000-0000-0000-000000000070,"PA Formula 47","bidValue + traffic + duty + premium + euc","shippingCost + handlingCost","(bidValue + shippingCost) * customDuty","(bidValue + traffic + euc) * premiumRate","PA Formula 47",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,4,G,YES,J,"0"
55555555-0000-0000-0000-000000000071,"PA Formula 48","bidValue + traffic + duty + premium + euc","0.1 * bidValue","(bidValue + traffic) * customDuty","(bidValue + traffic + euc) * premiumRate","PA Formula 48",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,4,G,NO,J,"0"
55555555-0000-0000-0000-000000000072,"PA Formula 49","bidValue + traffic + duty + ldor + premium + euc","shippingCost + handlingCost","(bidValue + shippingCost + euc) * customDuty","(bidValue + traffic + euc) * premiumRate","PA Formula 49",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,L,YES,L,"(bidValue + euc) * 0.06"
55555555-0000-0000-0000-000000000073,"PA Formula 50","bidValue + traffic + duty + ldor + premium + euc","0.1 * bidValue","(bidValue + traffic + euc) * customDuty","(bidValue + traffic + euc) * premiumRate","PA Formula 50",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,L,NO,L,"(bidValue + euc) * 0.06"
55555555-0000-0000-0000-000000000074,"PA Formula 51","bidValue + traffic + duty + ldor + premium + euc","shippingCost + handlingCost","(bidValue + shippingCost + euc) * customDuty","(bidValue + traffic + euc) * premiumRate","PA Formula 51",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,G,YES,L,"(bidValue + euc) * 0.06"
55555555-0000-0000-0000-000000000075,"PA Formula 52","bidValue + traffic + duty + ldor + premium + euc","0.1 * bidValue","(bidValue + traffic + euc) * customDuty","(bidValue + traffic + euc) * premiumRate","PA Formula 52",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,5,G,NO,L,"(bidValue + euc) * 0.06"
55555555-0000-0000-0000-000000000076,"PA Formula 53","bidValue + traffic + duty + ldor + premium + euc","shippingCost + handlingCost","(bidValue + shippingCost + euc) * customDuty","(bidValue + traffic + euc) * premiumRate","PA Formula 53",true,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,admin,admin,A,PA,4,L,YES,L,"(bidValue + euc) * 0.06"
